coc_id,year,coc_name,award_amount
450,2016,"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",2174740
451,2016,CA-612 - Glendale CoC,2371801
452,2016,CA-613 - Imperial County CoC,191704
453,2016,CA-614 - San Luis Obispo County CoC,928536
454,2016,CO-500 - Colorado Balance of State CoC,2870432
455,2016,CO-503 - Metropolitan Denver CoC,24442543
456,2016,CO-504 - Colorado Springs/El Paso County CoC,2443940
457,2016,"CT-503 - Bridgeport, Stamford, Norwalk/Fairfield County CoC",10192385
458,2016,CT-505 - Connecticut Balance of State CoC,34391375
459,2016,DC-500 - District of Columbia CoC,21390844
460,2016,DE-500 - Delaware Statewide CoC,7858054
461,2016,"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",871530
462,2016,FL-501 - Tampa/Hillsborough County CoC,6242867
463,2016,"FL-502 - Saint Petersburg, Clearwater, Largo/Pinellas County CoC",4037891
464,2016,"FL-503 - Lakeland, Winterhaven/Polk County CoC",1636029
465,2016,"FL-504 - Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1307457
466,2016,"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",574187
467,2016,FL-506 - Tallahassee/Leon County CoC,1341171
468,2016,"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",7445861
469,2016,"FL-508 - Gainesville/Alachua, Putnam Counties CoC",627897
470,2016,"FL-509 - Fort Pierce/Saint Lucie, Indian River, Martin Counties CoC",1577584
471,2016,"FL-510 - Jacksonville-Duval, Clay Counties CoC",4447876
472,2016,"FL-511 - Pensacola/Escambia, Santa Rosa Counties CoC",784376
473,2016,FL-512 - Saint Johns County CoC,133345
474,2016,"FL-513 - Palm Bay, Melbourne/Brevard County CoC",687401
475,2016,FL-514 - Ocala/Marion County CoC,190997
476,2016,"FL-515 - Panama City/Bay, Jackson Counties CoC",52529
477,2016,"FL-517 - Hendry, Hardee, Highlands Counties CoC",179216
478,2016,"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",357356
479,2016,FL-519 - Pasco County CoC,886629
480,2016,"FL-520 - Citrus, Hernando, Lake, Sumter Counties CoC",450265
481,2016,FL-600 - Miami-Dade County CoC,29898527
482,2016,FL-601 - Ft Lauderdale/Broward County CoC,10740809
483,2016,FL-602 - Punta Gorda/Charlotte County CoC,189201
484,2016,"FL-603 - Ft Myers, Cape Coral/Lee County CoC",1661056
485,2016,FL-604 - Monroe County CoC,471296
486,2016,FL-605 - West Palm Beach/Palm Beach County CoC,4946880
487,2016,FL-606 - Naples/Collier County CoC,278807
488,2016,GA-500 - Atlanta CoC,6979344
489,2016,GA-501 - Georgia Balance of State CoC,16095286
490,2016,GA-502 - Fulton County CoC,2604210
491,2016,GA-503 - Athens-Clarke County CoC,663759
492,2016,GA-504 - Augusta-Richmond County CoC,622090
493,2016,GA-505 - Columbus-Muscogee/Russell County CoC,1360498
494,2016,GA-506 - Marietta/Cobb County CoC,2152110
495,2016,GA-507 - Savannah/Chatham County CoC,3389764
496,2016,GA-508 - DeKalb County CoC,4781918
497,2016,HI-500 - Hawaii Balance of State CoC,2146702
498,2016,HI-501 - Honolulu City and County CoC,9372980
499,2016,"IA-500 - Sioux City/Dakota, Woodbury Counties CoC",712980
500,2016,IA-501 - Iowa Balance of State CoC,4755436
501,2016,IA-502 - Des Moines/Polk County CoC,3370014
502,2016,ID-500 - Boise/Ada County CoC,901578
503,2016,ID-501 - Idaho Balance of State CoC,2767872
504,2016,IL-500 - McHenry County CoC,975924
505,2016,"IL-501 - Rockford/Winnebago, Boone Counties CoC",1528983
506,2016,"IL-502 - Waukegan, North Chicago/Lake County CoC",2137755
507,2016,"IL-503 - Champaign, Urbana, Rantoul/Champaign County CoC",710403
508,2016,IL-504 - Madison County CoC,1891803
509,2016,"IL-506 - Joliet, Bolingbrook/Will County CoC",3752278
510,2016,"IL-507 - Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",1788852
511,2016,"IL-508 - East Saint Louis, Belleville/Saint Clair County CoC",3189769
512,2016,IL-509 - DeKalb City and County CoC,568565
513,2016,IL-510 - Chicago CoC,64921879
514,2016,IL-511 - Cook County CoC,11770688
515,2016,IL-512 - Bloomington/Central Illinois CoC,1022802
516,2016,IL-513 - Springfield/Sangamon County CoC,438717
517,2016,IL-514 - Dupage County CoC,4411902
518,2016,IL-515 - South Central Illinois CoC,902088
519,2016,IL-516 - Decatur/Macon County CoC,790791
520,2016,"IL-517 - Aurora, Elgin/Kane County CoC",1622893
521,2016,"IL-518 - Rock Island, Moline/Northwestern Illinois CoC",943042
522,2016,IL-519 - West Central Illinois CoC,650720
523,2016,IL-520 - Southern Illinois CoC,842336
524,2016,"IN-500 - South Bend, Mishawaka/Saint Joseph County CoC",1435007
525,2016,IN-502 - Indiana Balance of State CoC,11424156
526,2016,IN-503 - Indianapolis CoC,5030641
527,2016,KS-502 - Wichita/Sedgwick County CoC,2479662
528,2016,KS-503 - Topeka/Shawnee County CoC,1780468
529,2016,"KS-505 - Overland Park, Shawnee/Johnson County CoC",677397
530,2016,KS-507 - Kansas Balance of State CoC,2594677
531,2016,KY-500 - Kentucky Balance of State CoC,8113444
532,2016,KY-501 - Louisville-Jefferson County CoC,9448427
533,2016,KY-502 - Lexington-Fayette County CoC,1501736
534,2016,LA-500 - Lafayette/Acadiana Regional CoC,2477638
535,2016,LA-502 - Shreveport/Bossier/Northwest Louisiana CoC,3884305
536,2016,LA-503 - New Orleans/Jefferson Parish CoC,18924229
537,2016,LA-504 - Baton Rouge CoC,1896763
538,2016,LA-505 - Monroe/Northeast Louisiana CoC,1619854
539,2016,LA-506 - Slidell/Southeast Louisiana CoC,2232580
540,2016,LA-507 - Alexandria/Central Louisiana CoC,719772
541,2016,"LA-508 - Houma-Terrebonne, Thibodaux CoC",1084405
542,2016,LA-509 - Louisiana Balance of State CoC,12763966
543,2016,MA-500 - Boston CoC,24583209
544,2016,MA-502 - Lynn CoC,1732766
545,2016,MA-503 - Cape Cod Islands CoC,1758102
546,2016,MA-504 - Springfield/Hampden County CoC,3479984
547,2016,MA-505 - New Bedford CoC,1739069
548,2016,MA-506 - Worcester City and County CoC,6357364
549,2016,"MA-507 - Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",1571830
550,2016,MA-508 - Lowell CoC,833056
551,2016,MA-509 - Cambridge CoC,4141665
552,2016,"MA-510 - Gloucester, Haverhill, Salem/Essex County CoC",1722258
553,2016,"MA-511 - Quincy, Brockton, Weymouth, Plymouth City and County CoC",5530889
554,2016,MA-515 - Fall River CoC,1775574
555,2016,MA-516 - Massachusetts Balance of State CoC,10538415
556,2016,MA-517 - Somerville CoC,1922372
557,2016,"MA-518 - Brookline, Newton CoC",1317531
558,2016,"MA-519 - Attleboro, Taunton/Bristol County CoC",798948
559,2016,MD-500 - Cumberland/Allegany County CoC,650648
560,2016,MD-501 - Baltimore CoC,21106170
561,2016,MD-502 - Harford County CoC,920787
562,2016,MD-503 - Annapolis/Anne Arundel County CoC,2303378
563,2016,MD-504 - Howard County CoC,785410
564,2016,MD-505 - Baltimore County CoC,2766391
565,2016,MD-506 - Carroll County CoC,390453
566,2016,MD-507 - Cecil County CoC,244476
567,2016,"MD-508 - Charles, Calvert, Saint Mary's Counties CoC",2648561
568,2016,MD-509 - Frederick City and County CoC,568257
569,2016,MD-510 - Garrett County CoC,237274
570,2016,MD-511 - Mid-Shore Regional CoC,687157
571,2016,MD-512 - Hagerstown/Washington County CoC,501992
572,2016,"MD-513 - Wicomico, Somerset, Worcester Counties CoC",1231811
573,2016,MD-600 - Prince George's County CoC,4903772
574,2016,MD-601 - Montgomery County CoC,8288534
575,2016,ME-500 - Maine Balance of State CoC,8312302
576,2016,ME-502 - Portland CoC,3498449
577,2016,MI-500 - Michigan Balance of State CoC,8872886
578,2016,MI-501 - Detroit CoC,23662172
579,2016,"MI-502 - Dearborn, Dearborn Heights, Westland/Wayne County CoC",3706890
580,2016,"MI-503 - Saint Clair Shores, Warren/Macomb County CoC",1198139
581,2016,"MI-504 - Pontiac, Royal Oak/Oakland County CoC",5807618
582,2016,MI-505 - Flint/Genesee County CoC,2105600
583,2016,MI-506 - Grand Rapids/Wyoming/Kent County CoC,5511453
584,2016,"MI-507 - Portage, Kalamazoo City and County CoC",1730134
585,2016,"MI-508 - Lansing, East Lansing/Ingham County CoC",2551559
586,2016,MI-509 - Washtenaw County CoC,5733891
587,2016,MI-510 - Saginaw City and County CoC,1806174
588,2016,MI-511 - Lenawee County CoC,107596
589,2016,"MI-512 - Grand Traverse, Antrim, Leelanau Counties CoC",675516
590,2016,"MI-513 - Marquette, Alger Counties CoC",131967
591,2016,MI-514 - Battle Creek/Calhoun County CoC,305356
592,2016,MI-515 - Monroe City and County CoC,129387
593,2016,"MI-516 - Norton Shores, Muskegon City and County CoC",571984
594,2016,MI-517 - Jackson City and County CoC,818093
595,2016,MI-518 - Livingston County CoC,219006
596,2016,MI-519 - Holland/Ottawa County CoC,1017437
597,2016,MI-523 - Eaton County CoC,929250
598,2016,MN-500 - Minneapolis/Hennepin County CoC,11814366
599,2016,MN-501 - Saint Paul/Ramsey County CoC,6976719
600,2016,MN-502 - Rochester/Southeast Minnesota CoC,2130652
601,2016,"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",3775053
602,2016,MN-504 - Northeast Minnesota CoC,441917
603,2016,MN-505 - Saint Cloud/Central Minnesota CoC,1406233
604,2016,MN-506 - Northwest Minnesota CoC,672506
605,2016,MN-508 - Moorhead/West Central Minnesota CoC,824001
606,2016,MN-509 - Duluth/Saint Louis County CoC,3045367
607,2016,MN-511 - Southwest Minnesota CoC,984744
608,2016,MO-500 - Saint Louis County CoC,1947438
609,2016,MO-501 - Saint Louis CoC,11327426
610,2016,"MO-503 - Saint Charles City and County, Lincoln, Warren Counties CoC",287447
611,2016,"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",901775
612,2016,"MO-602 - Joplin/Jasper, Newton Counties CoC",549936
613,2016,"MO-603 - Saint Joseph/Andrew, Buchanan, DeKalb Counties CoC",1258363
614,2016,"MO-604 - Kansas City, Independence, Lee's Summit/Jackson, Wyandotte Counties CoC",12834032
615,2016,MO-606 - Missouri Balance of State CoC,4942202
616,2016,"MS-500 - Jackson/Rankin, Madison Counties CoC",1313447
617,2016,MS-501 - Mississippi Balance of State CoC,3241980
618,2016,MS-503 - Gulf Port/Gulf Coast Regional CoC,812476
619,2016,MT-500 - Montana Statewide CoC,2446282
620,2016,NC-500 - Winston-Salem/Forsyth County CoC,1896891
621,2016,NC-501 - Asheville/Buncombe County CoC,1206060
622,2016,NC-502 - Durham City and County CoC,1393651
623,2016,NC-503 - North Carolina Balance of State CoC,8409964
624,2016,"NC-504 - Greensboro, High Point CoC",2006402
625,2016,NC-505 - Charlotte/Mecklenburg County CoC,3659196
626,2016,"NC-506 - Wilmington/Brunswick, New Hanover, Pender Counties CoC",668205
627,2016,NC-507 - Raleigh/Wake County CoC,3187757
628,2016,"NC-509 - Gastonia/Cleveland, Gaston, Lincoln Counties CoC",835476
629,2016,NC-511 - Fayetteville/Cumberland County CoC,698580
630,2016,NC-513 - Chapel Hill/Orange County CoC,656714
631,2016,NC-516 - Northwest North Carolina CoC,288831
632,2016,ND-500 - North Dakota Statewide CoC,1903991
633,2016,NE-500 - Nebraska Balance of State CoC,2027150
634,2016,"NE-501 - Omaha, Council Bluffs CoC",4235409
635,2016,NE-502 - Lincoln CoC,2257143
636,2016,NH-500 - New Hampshire Balance of State CoC,3728711
637,2016,NH-501 - Manchester CoC,1544841
638,2016,NH-502 - Nashua/Hillsborough County CoC,1869026
639,2016,NJ-500 - Atlantic City and County CoC,519516
640,2016,NJ-501 - Bergen County CoC,4787854
641,2016,NJ-502 - Burlington County CoC,478083
642,2016,"NJ-503 - Camden City and County/Gloucester, Cape May, Cumberland Counties CoC",3548788
643,2016,NJ-504 - Newark/Essex County CoC,6604274
644,2016,"NJ-506 - Jersey City, Bayonne/Hudson County CoC",6557997
645,2016,NJ-507 - New Brunswick/Middlesex County CoC,2949971
646,2016,NJ-508 - Monmouth County CoC,3473553
647,2016,NJ-509 - Morris County CoC,1780503
648,2016,NJ-510 - Lakewood Township/Ocean County CoC,566500
649,2016,NJ-511 - Paterson/Passaic County CoC,4090373
650,2016,NJ-512 - Salem County CoC,139618
651,2016,NJ-513 - Somerset County CoC,416211
652,2016,NJ-514 - Trenton/Mercer County CoC,3837859
653,2016,NJ-515 - Elizabeth/Union County CoC,4598725
654,2016,"NJ-516 - Warren, Sussex, Hunterdon Counties CoC",1224785
655,2016,NM-500 - Albuquerque CoC,5794442
656,2016,NM-501 - New Mexico Balance of State CoC,4963571
657,2016,NV-500 - Las Vegas/Clark County CoC,13484302
658,2016,"NV-501 - Reno, Sparks/Washoe County CoC",1703062
659,2016,NV-502 - Nevada Balance of State CoC,574995
660,2016,"NY-500 - Rochester, Irondequoit, Greece/Monroe County CoC",11853955
661,2016,"NY-501 - Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",1527165
662,2016,NY-503 - Albany City and County CoC,5154071
663,2016,NY-504 - Cattaraugus County CoC,328417
664,2016,"NY-505 - Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",8658238
665,2016,NY-507 - Schenectady City and County CoC,3975203
666,2016,"NY-508 - Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",11765574
667,2016,NY-510 - Ithaca/Tompkins County CoC,197057
668,2016,"NY-511 - Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",1607135
669,2016,NY-512 - Troy/Rensselaer County CoC,3292226
670,2016,"NY-513 - Wayne, Ontario, Seneca, Yates Counties CoC",314662
671,2016,"NY-514 - Jamestown, Dunkirk/Chautauqua County CoC",217879
672,2016,NY-516 - Clinton County CoC,143907
673,2016,"NY-518 - Utica, Rome/Oneida, Madison Counties CoC",3110204
674,2016,"NY-519 - Columbia, Greene Counties CoC",450923
675,2016,"NY-520 - Franklin, Essex Counties CoC",88936
676,2016,"NY-522 - Jefferson, Lewis, Saint Lawrence Counties CoC",1297889
677,2016,"NY-523 - Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",1581004
678,2016,NY-600 - New York City CoC,107493608
679,2016,NY-601 - Poughkeepsie/Dutchess County CoC,1338222
680,2016,"NY-602 - Newburgh, Middletown/Orange County CoC",2743298
681,2016,"NY-603 - Nassau, Suffolk Counties CoC",10612648
682,2016,"NY-604 - Yonkers, Mount Vernon/Westchester County CoC",15997082
683,2016,NY-606 - Rockland County CoC,731495
684,2016,NY-607 - Sullivan County CoC,366967
685,2016,NY-608 - Kingston/Ulster County CoC,1166718
686,2016,OH-500 - Cincinnati/Hamilton County CoC,17469842
687,2016,OH-501 - Toledo/Lucas County CoC,4180179
688,2016,OH-502 - Cleveland/Cuyahoga County CoC,26997332
689,2016,OH-503 - Columbus/Franklin County CoC,11968018
690,2016,OH-504 - Youngstown/Mahoning County CoC,1749421
691,2016,"OH-505 - Dayton, Kettering/Montgomery County CoC",8907293
692,2016,OH-506 - Akron/Summit County CoC,4711705
693,2016,OH-507 - Ohio Balance of State CoC,16189733
694,2016,"OH-508 - Canton, Massillon, Alliance/Stark County CoC",2696040
695,2016,OK-500 - North Central Oklahoma CoC,286706
696,2016,OK-501 - Tulsa City and County CoC,2794032
697,2016,OK-502 - Oklahoma City CoC,3230712
698,2016,OK-503 - Oklahoma Balance of State CoC,578363
699,2016,OK-504 - Norman/Cleveland County CoC,408358
700,2016,OK-505 - Northeast Oklahoma CoC,364564
701,2016,OK-506 - Southwest Oklahoma Regional CoC,108098
702,2016,OK-507 - Southeastern Oklahoma Regional CoC,120983
703,2016,"OR-500 - Eugene, Springfield/Lane County CoC",3377840
704,2016,"OR-501 - Portland, Gresham/Multnomah County CoC",21649478
705,2016,"OR-502 - Medford, Ashland/Jackson County CoC",265111
706,2016,OR-503 - Central Oregon CoC,597510
707,2016,OR-505 - Oregon Balance of State CoC,3134740
708,2016,"OR-506 - Hillsboro, Beaverton/Washington County CoC",3367261
709,2016,OR-507 - Clackamas County CoC,2294569
710,2016,PA-500 - Philadelphia CoC,33542976
711,2016,PA-501 - Harrisburg/Dauphin County CoC,1683543
712,2016,"PA-502 - Upper Darby, Chester, Haverford/Delaware County CoC",5141756
713,2016,"PA-503 - Wilkes-Barre, Hazleton, Luzerne County CoC",3917394
714,2016,"PA-504 - Lower Merion, Norristown, Abington/Montgomery County CoC",2973442
715,2016,PA-505 - Chester County CoC,1642543
716,2016,PA-506 - Reading/Berks County CoC,2828868
717,2016,PA-508 - Scranton/Lackawanna County CoC,2586130
718,2016,PA-509 - Eastern Pennsylvania CoC,11077675
719,2016,PA-510 - Lancaster City and County CoC,2311097
720,2016,"PA-511 - Bristol, Bensalem/Bucks County CoC",1174207
721,2016,PA-512 - York City and County CoC,1236933
722,2016,"PA-600 - Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",17787724
723,2016,PA-601 - Western Pennsylvania CoC,9055226
724,2016,PA-603 - Beaver County CoC,1347740
725,2016,PA-605 - Erie City and County CoC,2267190
726,2016,PR-502 - Puerto Rico Balance of Commonwealth CoC,13057303
727,2016,PR-503 - South-Southeast Puerto Rico CoC,5658674
728,2016,RI-500 - Rhode Island Statewide CoC,5932887
729,2016,SC-500 - Charleston/Low Country CoC,1719596
730,2016,"SC-501 - Greenville, Anderson, Spartanburg/Upstate CoC",3240222
731,2016,SC-502 - Columbia/Midlands CoC,2856086
732,2016,"SC-503 - Myrtle Beach, Sumter City and County CoC",1918122
733,2016,SD-500 - South Dakota Statewide CoC,1264095
734,2016,TN-500 - Chattanooga/Southeast Tennessee CoC,2589462
735,2016,TN-501 - Memphis/Shelby County CoC,6706950
736,2016,TN-502 - Knoxville/Knox County CoC,1390506
737,2016,TN-503 - Central Tennessee CoC,1816073
738,2016,TN-504 - Nashville-Davidson County CoC,3234117
739,2016,TN-506 - Upper Cumberland CoC,780613
740,2016,TN-507 - Jackson/West Tennessee CoC,1546745
741,2016,TN-509 - Appalachian Regional CoC,1528834
742,2016,TN-510 - Murfreesboro/Rutherford County CoC,525674
743,2016,"TN-512 - Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",492136
744,2016,TX-500 - San Antonio/Bexar County CoC,8654457
745,2016,TX-503 - Austin/Travis County CoC,5686658
746,2016,"TX-600 - Dallas City and County, Irving CoC",15979190
747,2016,"TX-601 - Fort Worth, Arlington/Tarrant County CoC",11323933
748,2016,TX-603 - El Paso City and County CoC,2763916
749,2016,TX-604 - Waco/McLennan County CoC,988312
750,2016,TX-607 - Texas Balance of State CoC,6499737
751,2016,TX-611 - Amarillo CoC,595303
752,2016,"TX-624 - Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",301888
753,2016,"TX-700 - Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",33233058
754,2016,"TX-701 - Bryan, College Station/Brazos Valley CoC",288891
755,2016,UT-500 - Salt Lake City and County CoC,7291633
756,2016,UT-503 - Utah Balance of State CoC,1819427
757,2016,UT-504 - Provo/Mountainland CoC,978525
758,2016,"VA-500 - Richmond/Henrico, Chesterfield, Hanover Counties CoC",4346322
759,2016,"VA-501 - Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",3903688
760,2016,"VA-502 - Roanoke City and County, Salem CoC",835191
761,2016,VA-503 - Virginia Beach CoC,1401011
762,2016,VA-504 - Charlottesville CoC,364572
763,2016,"VA-505 - Newport News, Hampton/Virginia Peninsula CoC",2017216
764,2016,VA-507 - Portsmouth CoC,1204885
765,2016,VA-508 - Lynchburg CoC,359813
766,2016,"VA-513 - Harrisonburg, Winchester/Western Virginia CoC",361353
767,2016,"VA-514 - Fredericksburg/Spotsylvania, Stafford Counties CoC",273731
768,2016,VA-521 - Virginia Balance of State CoC,891945
769,2016,VA-600 - Arlington County CoC,2539044
770,2016,VA-601 - Fairfax County CoC,8421041
771,2016,VA-602 - Loudoun County CoC,167480
772,2016,VA-603 - Alexandria CoC,808196
773,2016,VA-604 - Prince William County CoC,564657
774,2016,VT-500 - Vermont Balance of State CoC,3335037
775,2016,VT-501 - Burlington/Chittenden County CoC,1143175
776,2016,WA-500 - Seattle/King County CoC,35035952
777,2016,WA-501 - Washington Balance of State CoC,6373115
778,2016,WA-502 - Spokane City and County CoC,3776210
779,2016,"WA-503 - Tacoma, Lakewood/Pierce County CoC",3303548
780,2016,WA-504 - Everett/Snohomish County CoC,7982600
781,2016,WA-507 - Yakima City and County CoC,503296
782,2016,WA-508 - Vancouver/Clark County CoC,1738388
783,2016,WI-500 - Wisconsin Balance of State CoC,9101147
784,2016,WI-501 - Milwaukee City and County CoC,10453943
785,2016,WI-502 - Racine City and County CoC,874678
786,2016,WI-503 - Madison/Dane County CoC,3156593
787,2016,"WV-500 - Wheeling, Weirton Area CoC",413181
788,2016,"WV-501 - Huntington/Cabell, Wayne Counties CoC",2208890
789,2016,"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",1223910
790,2016,WV-508 - West Virginia Balance of State CoC,4018831
791,2016,WY-500 - Wyoming Statewide CoC,291611
792,2017,AK-500 - Anchorage CoC,2932595
793,2017,AK-501 - Alaska Balance of State CoC,798651
794,2017,"AL-500 - Birmingham/Jefferson, Saint Clair, Shelby Counties CoC",9368654
795,2017,AL-501 - Mobile City and County/Baldwin County CoC,3853644
796,2017,AL-502 - Florence/Northwest Alabama CoC,464413
797,2017,AL-503 - Huntsville/North Alabama CoC,675817
798,2017,AL-504 - Montgomery City and County CoC,2032293
799,2017,AL-506 - Tuscaloosa City and County CoC,199627
800,2017,AL-507 - Alabama Balance of State CoC,1208530
801,2017,AR-500 - Little Rock/Central Arkansas CoC,3171571
802,2017,AR-501 - Fayetteville/Northwest Arkansas CoC,376240
803,2017,AR-503 - Arkansas Balance of State CoC,458189
804,2017,AR-505 - Southeast Arkansas CoC,257589
805,2017,"AR-512 - Boone, Baxter, Marion, Newton Counties CoC",6980
806,2017,AZ-500 - Arizona Balance of State CoC,3996879
807,2017,AZ-501 - Tucson/Pima County CoC,8640835
808,2017,"AZ-502 - Phoenix, Mesa/Maricopa County CoC",25888759
809,2017,"CA-500 - San Jose, Santa Clara City and County CoC",21891818
810,2017,CA-501 - San Francisco CoC,41476960
811,2017,"CA-502 - Oakland, Berkeley/Alameda County CoC",35327971
812,2017,CA-503 - Sacramento City and County CoC,20180083
813,2017,"CA-504 - Santa Rosa, Petaluma/Sonoma County CoC",3312364
814,2017,CA-505 - Richmond/Contra Costa County CoC,14617036
815,2017,"CA-506 - Salinas/Monterey, San Benito Counties CoC",1864863
816,2017,CA-507 - Marin County CoC,4292518
817,2017,CA-508 - Watsonville/Santa Cruz City and County CoC,2624602
818,2017,CA-509 - Mendocino County CoC,1619739
819,2017,"CA-510 - Turlock, Modesto/Stanislaus County CoC",3231538
820,2017,CA-511 - Stockton/San Joaquin County CoC,4414672
821,2017,CA-512 - Daly City/San Mateo County CoC,11536494
822,2017,"CA-513 - Visalia/Kings, Tulare Counties CoC",2321272
823,2017,CA-514 - Fresno City and County/Madera County CoC,9390872
824,2017,"CA-515 - Roseville, Rocklin/Placer, Nevada Counties CoC",1264104
825,2017,"CA-516 - Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",346035
826,2017,CA-517 - Napa City and County CoC,745886
827,2017,CA-518 - Vallejo/Solano County CoC,1284935
828,2017,"CA-519 - Chico, Paradise/Butte County CoC",559817
829,2017,CA-520 - Merced City and County CoC,739284
830,2017,"CA-521 - Davis, Woodland/Yolo County CoC",490890
831,2017,CA-522 - Humboldt County CoC,858332
832,2017,"CA-523 - Colusa, Glenn, Trinity Counties CoC",6469
833,2017,CA-524 - Yuba City and County/Sutter County CoC,2490
834,2017,CA-525 - El Dorado County CoC,19147
835,2017,"CA-526 - Tuolumne, Amador, Calaveras, Mariposa Counties CoC",301121
836,2017,CA-527 - Tehama County CoC,5524
837,2017,"CA-530 - Alpine, Inyo, Mono Counties CoC",3164
838,2017,CA-600 - Los Angeles City and County CoC,109398295
839,2017,CA-601 - San Diego City and County CoC,20035551
840,2017,"CA-602 - Santa Ana, Anaheim/Orange County CoC",23458682
841,2017,CA-603 - Santa Maria/Santa Barbara County CoC,1733165
842,2017,CA-604 - Bakersfield/Kern County CoC,5544186
843,2017,CA-606 - Long Beach CoC,8185190
844,2017,CA-607 - Pasadena CoC,3255774
845,2017,CA-608 - Riverside City and County CoC,9978890
846,2017,CA-609 - San Bernardino City and County CoC,10415784
847,2017,"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",2291894
848,2017,CA-612 - Glendale CoC,2416477
849,2017,CA-613 - Imperial County CoC,178875
850,2017,CA-614 - San Luis Obispo County CoC,944314
851,2017,CO-500 - Colorado Balance of State CoC,2908936
852,2017,CO-503 - Metropolitan Denver CoC,25279492
853,2017,CO-504 - Colorado Springs/El Paso County CoC,2404868
854,2017,"CT-503 - Bridgeport, Stamford, Norwalk/Fairfield County CoC",10561977
855,2017,CT-505 - Connecticut Balance of State CoC,35307559
856,2017,DC-500 - District of Columbia CoC,22090633
857,2017,DE-500 - Delaware Statewide CoC,7952480
858,2017,"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",959495
859,2017,FL-501 - Tampa/Hillsborough County CoC,6317794
860,2017,"FL-502 - Saint Petersburg, Clearwater, Largo/Pinellas County CoC",4075020
861,2017,"FL-503 - Lakeland, Winterhaven/Polk County CoC",1863611
862,2017,"FL-504 - Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1359720
863,2017,"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",622419
864,2017,FL-506 - Tallahassee/Leon County CoC,1353425
865,2017,"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",7550681
866,2017,"FL-508 - Gainesville/Alachua, Putnam Counties CoC",695392
867,2017,"FL-509 - Fort Pierce/Saint Lucie, Indian River, Martin Counties CoC",1675076
868,2017,"FL-510 - Jacksonville-Duval, Clay Counties CoC",4478205
869,2017,"FL-511 - Pensacola/Escambia, Santa Rosa Counties CoC",757069
870,2017,FL-512 - Saint Johns County CoC,128228
871,2017,"FL-513 - Palm Bay, Melbourne/Brevard County CoC",689017
872,2017,FL-514 - Ocala/Marion County CoC,289901
873,2017,"FL-515 - Panama City/Bay, Jackson Counties CoC",52548
874,2017,"FL-517 - Hendry, Hardee, Highlands Counties CoC",181258
875,2017,"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",350172
876,2017,FL-519 - Pasco County CoC,896530
877,2017,"FL-520 - Citrus, Hernando, Lake, Sumter Counties CoC",402698
878,2017,FL-600 - Miami-Dade County CoC,30682032
879,2017,FL-601 - Ft Lauderdale/Broward County CoC,10809436
880,2017,FL-602 - Punta Gorda/Charlotte County CoC,207098
881,2017,"FL-603 - Ft Myers, Cape Coral/Lee County CoC",1739532
882,2017,FL-604 - Monroe County CoC,493681
883,2017,FL-605 - West Palm Beach/Palm Beach County CoC,5357650
884,2017,FL-606 - Naples/Collier County CoC,286151
885,2017,GA-500 - Atlanta CoC,7244948
886,2017,GA-501 - Georgia Balance of State CoC,17970632
887,2017,GA-502 - Fulton County CoC,2570781
888,2017,GA-503 - Athens-Clarke County CoC,729515
889,2017,GA-504 - Augusta-Richmond County CoC,645136
890,2017,GA-505 - Columbus-Muscogee/Russell County CoC,1401337
891,2017,GA-506 - Marietta/Cobb County CoC,2200978
892,2017,GA-507 - Savannah/Chatham County CoC,3266642
893,2017,GA-508 - DeKalb County CoC,5002841
